"","Sample_name","Species","Trial_type","Trial_Code","E_load","Anthocyanins","Thickness","Toughness","LMA","Trial_date_ant","Total_leaf_area_cut","Ant_percent_leafloss","Trial_date_pathogen","Trial_end_pathogen","Treatment","Pathogen_Damage_area","Pathogen_percent_damage","Observed","Shannon","Total_reads","Relative_Abundance","OTU_2","OTU_1","OTU_5","OTU_7","OTU_3","OTU_6","OTU_8","OTU_9","OTU_10","OTU_11","OTU_12","OTU_14","OTU_18","OTU_29","OTU_36","OTU_17","OTU_19","OTU_20","OTU_39","OTU_21","OTU_33","OTU_28","OTU_22","OTU_25","OTU_56","OTU_26","OTU_57","OTU_32","OTU_31","OTU_35","OTU_47","OTU_40","OTU_38","OTU_785","OTU_70","OTU_44","OTU_34","OTU_37","OTU_50","OTU_42","OTU_41","OTU_59","OTU_43","OTU_46","OTU_60","OTU_109","OTU_62","OTU_55","OTU_96","OTU_53","OTU_49","OTU_68","OTU_52","OTU_58","OTU_81","OTU_64","OTU_63","OTU_87","OTU_114","OTU_99","OTU_74","OTU_61","OTU_95","OTU_72","OTU_93","OTU_158","OTU_66","OTU_76","OTU_67","OTU_71","OTU_125","OTU_154","OTU_78","OTU_75","OTU_84","OTU_132","OTU_79","OTU_111","OTU_77","OTU_101","OTU_116","OTU_97","OTU_83","OTU_86","OTU_223","OTU_183","OTU_80","OTU_127","OTU_91","OTU_90","OTU_102","OTU_88","OTU_100","OTU_212","OTU_172","OTU_98","OTU_117","OTU_121","OTU_92","OTU_108","OTU_169","OTU_512","OTU_130","OTU_179","OTU_94","OTU_112","OTU_147","OTU_141","OTU_113","OTU_106","OTU_126","OTU_1711","OTU_115","OTU_137","OTU_131","OTU_119","OTU_174","OTU_124","OTU_225","OTU_142","OTU_146","OTU_152","OTU_122","OTU_171","OTU_279","OTU_120","OTU_193","OTU_133","OTU_177","OTU_214","OTU_243","OTU_221","OTU_245","OTU_138","OTU_139","OTU_194","OTU_143","OTU_145","OTU_151","OTU_128","OTU_253","OTU_1188","OTU_466","OTU_175","OTU_140","OTU_332","OTU_180","OTU_217","OTU_227","OTU_1557","OTU_262","OTU_159","OTU_226","OTU_148","OTU_989","OTU_222","OTU_327","OTU_318","OTU_162","OTU_156","OTU_160","OTU_167","OTU_244","OTU_165","OTU_229","OTU_234","OTU_215","OTU_205","OTU_195","OTU_153","OTU_196","OTU_278","OTU_388","OTU_173","OTU_203","OTU_188","OTU_184","OTU_157","OTU_202","OTU_176","OTU_210","OTU_246","OTU_354","OTU_197","OTU_259","OTU_182","OTU_211","OTU_380","OTU_537","OTU_240","OTU_218","OTU_220","OTU_307","OTU_355","OTU_232","OTU_608","OTU_170","OTU_264","OTU_219","OTU_338","OTU_390","OTU_334","OTU_286","OTU_233","OTU_192","OTU_248","OTU_201","OTU_235","OTU_529","OTU_237","OTU_236","OTU_646","OTU_254","OTU_597","OTU_257","OTU_270","OTU_315","OTU_216","OTU_250","OTU_455","OTU_252","OTU_709","OTU_311","OTU_272","OTU_209","OTU_266","OTU_277","OTU_247","OTU_312","OTU_263","OTU_422","OTU_274","OTU_734","OTU_441","OTU_443","OTU_290","OTU_289","OTU_402","OTU_284","OTU_230","OTU_462","OTU_304","OTU_305","OTU_447","OTU_936","OTU_1236","OTU_204","OTU_416","OTU_258","OTU_424","OTU_497","OTU_302","OTU_449","OTU_570","OTU_792","OTU_439","OTU_310","OTU_379","OTU_342","OTU_618","OTU_568","OTU_330","OTU_344","OTU_350","OTU_475","OTU_403","OTU_362","OTU_675","OTU_428","OTU_333","OTU_710","OTU_784","OTU_584","OTU_546","OTU_322","OTU_367","OTU_603","OTU_364","OTU_352","OTU_397","OTU_427","OTU_371","OTU_387","OTU_791","OTU_353","OTU_389","OTU_411","OTU_345","OTU_557","OTU_385","OTU_413","OTU_465","OTU_637","OTU_760","OTU_419","OTU_538","OTU_325","OTU_395","OTU_499","OTU_437","OTU_433","OTU_394","OTU_369","OTU_605","OTU_396","OTU_405","OTU_492","OTU_291","OTU_442","OTU_418","OTU_748","OTU_718","OTU_489","OTU_476","OTU_630","OTU_356","OTU_346","OTU_644","OTU_565","OTU_578","OTU_445","OTU_459","OTU_740","OTU_461","OTU_467","OTU_683","OTU_1043","OTU_612","OTU_754","OTU_488","OTU_579","OTU_567","OTU_434","OTU_553","OTU_509","OTU_375","OTU_299","OTU_558","OTU_501","OTU_485","OTU_516","OTU_524","OTU_779","OTU_532","OTU_542","OTU_523","OTU_548","OTU_1112","OTU_620","OTU_600","OTU_432","OTU_575","OTU_815","OTU_621","OTU_638","OTU_765","OTU_1345","OTU_691","OTU_577","OTU_573","OTU_431","OTU_563","OTU_657","OTU_1196","OTU_576","OTU_561","OTU_640","OTU_585","OTU_596","OTU_602","OTU_594","OTU_581","OTU_660","OTU_1036","OTU_676","OTU_722","OTU_631","OTU_651","OTU_590","OTU_580","OTU_571","OTU_482","OTU_885","OTU_925","OTU_682","OTU_514","OTU_743","OTU_491","OTU_1688","OTU_728","OTU_655","OTU_654","OTU_823","OTU_661","OTU_1279","OTU_614","OTU_732","OTU_857","OTU_704","OTU_698","OTU_483","OTU_935","OTU_673","OTU_738","OTU_626","OTU_619","OTU_1154","OTU_679","OTU_1035","OTU_613","OTU_593","OTU_420","OTU_508","OTU_913","OTU_808","OTU_837","OTU_741","OTU_944","OTU_1044","OTU_717","OTU_723","OTU_1444","OTU_777","OTU_686","OTU_1053","OTU_817","OTU_735","OTU_730","OTU_504","OTU_800","OTU_769","OTU_684","OTU_832","OTU_974","OTU_860","OTU_1037","OTU_469","OTU_895","OTU_744","OTU_1002","OTU_761","OTU_871","OTU_788","OTU_1490","OTU_795","OTU_1087","OTU_674","OTU_680","OTU_1040","OTU_1068","OTU_928","OTU_1016","OTU_768","OTU_708","OTU_778","OTU_540","OTU_802","OTU_1073","OTU_951","OTU_942","OTU_831","OTU_904","OTU_848","OTU_745","OTU_588","OTU_1063","OTU_607","OTU_457","OTU_1336","OTU_1067","OTU_727","OTU_725","OTU_842","OTU_892","OTU_907","OTU_894","OTU_909","OTU_830","OTU_1109","OTU_1240","OTU_820","OTU_636","OTU_1007","OTU_1208","OTU_822","OTU_539","OTU_1090","OTU_1213","OTU_1041","OTU_966","OTU_929","OTU_1082","OTU_1250","OTU_958","OTU_2094","OTU_937","OTU_934","OTU_1599","OTU_1286","OTU_1139","OTU_1541","OTU_1028","OTU_1201","OTU_1299","OTU_793","OTU_1153","OTU_2137","OTU_827","OTU_1030","OTU_938","OTU_1418","OTU_502","OTU_1217","OTU_959","OTU_1245","OTU_1000","OTU_1126","OTU_1103","OTU_1623","OTU_1095","OTU_742","OTU_816","OTU_1232","OTU_914","OTU_1071","OTU_1175","OTU_1479","OTU_649","OTU_1315","OTU_1072","OTU_868","OTU_1463","OTU_1142","OTU_1301","OTU_1026","OTU_1586","OTU_1125","OTU_1046","OTU_1287","OTU_1045","OTU_1135","OTU_1163","OTU_1307","OTU_1443","OTU_1329","OTU_1370","OTU_790","OTU_1029","OTU_1808","OTU_1158","OTU_789","OTU_1472","OTU_1449","OTU_1271","OTU_1410","OTU_1690","OTU_1457","OTU_1709","OTU_1303","OTU_1149","OTU_1611","OTU_1891","OTU_1353","OTU_1538","OTU_1527","OTU_1990","OTU_1160","OTU_574","OTU_1392"
"1","APE01","APEIME","Ant","T1","E-",4.42222222222222,251.555555555556,0.232222222222222,0.00108466666666667,"7/22/2019",558.546,68.7309267389892,NA,NA,NA,NA,NA,15,0.845033732933329,10657,0.0266681013773222,0,0,83,0,0,8771,0,38,0,0,0,0,0,0,49,0,0,0,0,0,660,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,72,292,0,197,0,0,0,0,0,0,0,106,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","APE02","APEIME","Ant","T1","E+",5.81111111111111,264.555555555556,0.248333333333333,0.001182,"7/22/2019",358.327,33.4223159929075,NA,NA,NA,NA,NA,21,1.79838935387324,21976,0.0549927930813581,0,737,0,506,11760,2005,315,0,960,0,0,0,0,0,171,0,0,142,148,0,0,0,0,280,0,2625,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,913,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","APE03","APEIME","Ant","T2","E-",4.64444444444444,271.666666666667,0.205555555555556,0.00122433333333333,"7/22/2019",642.295,75.6667573779491,NA,NA,NA,NA,NA,11,1.81425151674584,1711,0.00428161034593209,0,0,0,0,32,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,36,0,0,0,0,0,0,0,0,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","APE04","APEIME","Ant","T2","E+",5.63333333333333,274.222222222222,0.266666666666667,0.00133666666666667,"7/22/2019",561.548,77.3101931970092,NA,NA,NA,NA,NA,44,3.22165863549784,8508,0.0212904388212684,0,1025,415,0,896,0,0,0,253,0,0,0,0,0,293,0,0,0,83,0,0,1036,0,0,357,0,0,0,0,0,0,0,443,206,0,0,272,0,0,144,0,0,0,0,0,0,59,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,194,0,0,0,0,298,0,0,0,0,0,0,0,0,68,0,109,61,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,50,0,0,25,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,58,0,0,0,0,39,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,145,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,27,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","APE05","APEIME","Ant","T3","E-",5.35555555555556,241.611111111111,0.262777777777778,0.00136333333333333,"7/23/2019",734.5,67.2646150577496,NA,NA,NA,NA,NA,28,2.27862970637238,1601,0.00400634609224856,709,25,0,0,4,8,0,0,6,0,4,0,0,0,119,0,0,0,0,0,18,0,0,0,86,0,0,0,6,0,14,0,0,0,44,0,0,0,52,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,13,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6","APE06","APEIME","Ant","T3","E+",4.83333333333333,262.388888888889,0.237777777777778,0.00118,"7/23/2019",899.585,67.1450344986132,NA,NA,NA,NA,NA,23,1.26631612676468,75183,0.188138112588085,0,51401,0,0,0,672,0,0,131,0,0,557,0,0,345,0,133,0,2650,0,0,0,0,11423,89,0,196,0,0,0,0,0,142,897,0,0,0,0,1032,0,0,0,2225,0,0,0,0,0,0,0,524,0,0,0,972,0,0,393,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7","APE07","APEIME","Ant","T4","E-",5.3,231.388888888889,0.232777777777778,0.00109166666666667,"7/24/2019",433.645,63.9077854477502,NA,NA,NA,NA,NA,16,2.30876803756256,3184,0.00796764894298527,0,0,0,0,0,765,0,0,0,0,0,0,0,0,136,0,0,0,18,0,239,0,0,324,345,0,0,0,0,0,172,0,0,0,0,0,0,203,0,0,0,0,112,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","APE08","APEIME","Ant","T4","E+",6.17777777777778,262.777777777778,0.239444444444444,0.0012865,"7/24/2019",10.29,1.49737849624783,NA,NA,NA,NA,NA,19,1.62169095966438,42223,0.105658932575272,0,207,0,0,114,139,0,0,24844,0,0,2453,0,0,254,0,0,0,0,0,0,126,0,0,0,3624,3583,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,522,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
